Name,Address,City State,ZIP,Number of Sites,Url,latitude,longitude
C & L Mobile Home Park,"840 Hollywood Heights Rd,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/58027,38.632716,-89.997254
Chevy Chase Mobile Home Park,"8649 Forest Boulevard,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11342,38.6367869,-90.0474741
Mc Nallys Mh Community,"103 Southern Dr,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11345,25.9305824,-97.5195183
Quiet Point Village,"Quiet Point Rd,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/106936,38.6415086,-89.9962804
Highland Acres Village,"Central St,","Chester, IL",62233.0,90,https://www.mhvillage.com/parks/11178,42.0640734,-87.6980879
Woodland Trails,"82 Deer Chase,","Collinsville, IL",62234.0,287,https://www.mhvillage.com/parks/65054,39.5766606,-75.1191969
Mounds Mobile Home Park,"8040 Collinsville Road,","Collinsville, IL",62234.0,27,https://www.mhvillage.com/parks/29090,38.6584734,-90.0552054
Carriage Lane Mobile Home Park,"104 East Woodcrest Drive,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10935,32.2573123,-90.237784
Collinsville Mh Community,"723 Vandalia St,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10936,44.9616216,-93.1891135
Greenwood Mh Park,"1332 Leland St,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57971,42.986894,-83.6972677
Kesler Trailer Park,"1226 Portland Ave,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57970,45.375773,-75.66478
Sunset Mobile Home Park,"201 Art St,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57966,30.293259,-89.3775774
Trailer City MHP,"811 N Bluff Rd,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57965,38.6873274,-90.0104494
Wagon Wheel,"304 Meister St,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10933,38.674273,-89.9759769
Westwood Mobile Home Park,"216 West Woodcrest Drive,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10941,38.698544,-89.9889838
Columbia Trailer Park,"548 South Main Street,","Columbia, IL",62236.0,Not found,https://www.mhvillage.com/parks/11090,38.4408065,-90.1939303
LepereVillage,"69 Lepere Ct,","Dupo, IL",62239.0,100,https://www.mhvillage.com/parks/11351,38.531631,-90.188208
Stoneybrook Manufactured Home Community,"62 Stoney At Adams Road,","Dupo, IL",62239.0,140,https://www.mhvillage.com/parks/29949,38.54542363,-90.20246219
Bluffview,"488 Mcbride Avenue,","Dupo, IL",62239.0,8,https://www.mhvillage.com/parks/11348,40.9074966,-74.1946886
Briggs Mobile Home Park,"112 Wallace Avenue,","Dupo, IL",62239.0,14,https://www.mhvillage.com/parks/11349,40.0092731,-75.7039281
Town Talk Mh Park,"532 Mcbride Ave Lot A,","Dupo, IL",62239.0,Not found,https://www.mhvillage.com/parks/57937,38.54035203,-90.18722073
Kelling's Mobile Home Park,"401 Kellings Farm Road,","East Carondelet, IL",62240.0,19,https://www.mhvillage.com/parks/11359,38.5355162,-90.2232445
E & S Mobile Home Park,"Alex & Eddie Street,","East Carondelet, IL",62240.0,Not found,https://www.mhvillage.com/parks/11353,38.52897884,-90.20464636
Deerfield Court Mobile Home Park,"58 Deerfield Court,","Freeburg, IL",62243.0,100,https://www.mhvillage.com/parks/11386,41.7830616,-72.620956
Cardinal Estates,"S Walnut St,","Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11385,38.4251985,-89.9159042
Harris Mobile Home Court,"1 N Walnut St,","Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11387,38.426417,-89.916028
Lackmann's Mobile Home Park,"302 North Railroad Street,","Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11388,35.5625816,-78.2015096
Lazy Acres,"8231 Jefferson Rd,","Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11389,42.1074482,-84.2636984
2 Creeks Community,"1323 Gold Street,","Greenville, IL",62246.0,100,https://www.mhvillage.com/parks/10155,37.4279357,-121.9759512
South Greenville M H Subdivision,"696 Il Route 127,","Greenville, IL",62246.0,Not found,https://www.mhvillage.com/parks/57874,36.7705662,2.9368257
Cedar Park,"Davis St,","Keyesport, IL",62253.0,Not found,https://www.mhvillage.com/parks/107056,42.0479584,-87.6846111
Lakeview Mobile Home Park,"850 West Mc Allister Street,","Lebanon, IL",62254.0,Not found,https://www.mhvillage.com/parks/11392,38.5938933,-89.82889832
Parkview Terrace Mh Park,"677 Scott Troy Rd,","Lebanon, IL",62254.0,Not found,https://www.mhvillage.com/parks/57840,38.6129741,-89.8741997
Marissa Mobile Estates,"300 West Mill Street,","Marissa, IL",62257.0,37,https://www.mhvillage.com/parks/11396,38.245713,-89.756681
Holland Mobile Home Park,"301 Mine Road,","Mascoutah, IL",62258.0,34,https://www.mhvillage.com/parks/11402,38.4878534,-89.7892604
Mascoutah Acres,"300 South Independence Street,","Mascoutah, IL",62258.0,Not found,https://www.mhvillage.com/parks/11404,38.6536787,-94.3490336
Mascoutah Manor,"615 East South Street,","Mascoutah, IL",62258.0,Not found,https://www.mhvillage.com/parks/36642,38.4891413,-89.7895741
Hilltop Court Mobile Home Park,"8835 State Route 163,","Millstadt, IL",62260.0,Not found,https://www.mhvillage.com/parks/57814,38.54570686,-90.10145456
Cozy Acres,"314 North Jefferson Street,","Millstadt, IL",62260.0,Not found,https://www.mhvillage.com/parks/11407,39.168765,-86.506951
Nashville Mobile Home Park,"1149 South Mill Street,","Nashville, IL",62263.0,64,https://www.mhvillage.com/parks/11525,39.0789197,-94.630395
New Athens Mobile Home Park,"2234 Dormaru Drive,","New Athens, IL",62264.0,82,https://www.mhvillage.com/parks/11409,38.30284574,-89.86335006
Heather Lynn Estates,"98 White Oak Drive,","New Baden, IL",62265.0,64,https://www.mhvillage.com/parks/52185,38.5386125,-89.7103084
Rensing Mobile Home Park,"Rr 1,","New Baden, IL",62265.0,Not found,https://www.mhvillage.com/parks/57782,36.75075,43.701
Lake Suzanne,"301 North Main Street,","Shiloh, IL",62269.0,103,https://www.mhvillage.com/parks/11412,38.566174,-89.894246
Valley View Estates,"100 Julius Dr.,","Shiloh, IL",62269.0,233,https://www.mhvillage.com/parks/11690,33.952638,-83.410325
Castle Acres,"1713 West Us Hwy 50, #60,","O Fallon, IL",62269.0,167,https://www.mhvillage.com/parks/11410,38.58537031,-89.91110219
Shiloh Mobile Home Park,"109 South High Street,","O Fallon, IL",62269.0,52,https://www.mhvillage.com/parks/11419,39.9598106,-83.0004242
S & H O Fallon Mobile Home Park,"1605 West Us Highway 50,","O Fallon, IL",62269.0,Not found,https://www.mhvillage.com/parks/11417,38.58357948,-89.87401613
Crossroad Terrace East,"1820 Crestview Drive,","O Fallon, IL",62269.0,Not found,https://www.mhvillage.com/parks/11411,38.5967083,-89.963072
Washington Springs Estates,"305 East Taylor Avenue,","Okawville, IL",62271.0,Not found,https://www.mhvillage.com/parks/11526,31.9842297,-102.0703356
Country View Mobile Home Community,"134 County Lane West,","Pierron, IL",62273.0,122,https://www.mhvillage.com/parks/10160,34.9972086,-89.0902007
Holders Mobile Home Park,"Rr 1,","Pinckneyville, IL",62274.0,40,https://www.mhvillage.com/parks/11164,36.75075,43.701
Evergreen Estates,"111 New St,","Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/107000,38.0695456,-89.3799619
Knapps Trailer Park,"202 E Brown St,","Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/57752,38.0713001,-89.3800937
Westside Trailer Park,"5132 State Route 13,","Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/57749,30.1427402,-92.3623579
Bluff View Mobile Home Park,"Oliver St And Connor St,","Prairie Du Rocher, IL",62277.0,Not found,https://www.mhvillage.com/parks/107180,38.09376154,-90.10814781
Henry's Court Mobile Home Park,"101 E 1st St,","Ruma, IL",62278.0,Not found,https://www.mhvillage.com/parks/107004,38.13360678,-89.99568616
Knotty Pines,"707 Catherine Drive,","Red Bud, IL",62278.0,120,https://www.mhvillage.com/parks/11185,41.4204152,-83.9352079
Gaslight Mobile Home Park,"200 Lincoln St,","Red Bud, IL",62278.0,Not found,https://www.mhvillage.com/parks/57728,38.212978,-89.992974
Ron's Court,"1 Fountain Ln,","Red Bud, IL",62278.0,Not found,https://www.mhvillage.com/parks/107376,38.18743381,-89.99730733
Cottonwood Trailer Park,"10576 Keck Rd,","Saint Jacob, IL",62281.0,Not found,https://www.mhvillage.com/parks/107290,38.7213879,-89.7759938
Country Air Mobile Manor,"301 North Lincoln Street,","Smithton, IL",62285.0,96,https://www.mhvillage.com/parks/11422,39.721063,-104.986351
Park Estates Mobile Home Park,"69 Park Estates,","Sparta, IL",62286.0,82,https://www.mhvillage.com/parks/11192,38.1114405,-89.7074858
Belmont Court,"321 W Belmont St,","Sparta, IL",62286.0,Not found,https://www.mhvillage.com/parks/57701,38.117833,-89.706915
Gemini Court,"7984 Gemini Ct,","Sparta, IL",62286.0,Not found,https://www.mhvillage.com/parks/107380,38.1000465,-89.6317411
Heartland Manor M H C,"1202 W Broadway,","Steeleville, IL",62288.0,Not found,https://www.mhvillage.com/parks/57683,38.0100304,-89.6714311
Shady Acres Mobile Home Park,"Ellis &Amp; Drew Sts,","Summerfield, IL",62289.0,Not found,https://www.mhvillage.com/parks/107366,38.5962319,-89.75122927
Terry's Rental,"851 S Minnie St,","Tilden, IL",62292.0,Not found,https://www.mhvillage.com/parks/107420,33.7368987,-117.8549395
Hutchings Mobile Home Park,"E 5th St,","Trenton, IL",62293.0,Not found,https://www.mhvillage.com/parks/106978,41.1283514,-104.79452
High Meadows Mobile Home Park,"426 Red Bird Street,","Troy, IL",62294.0,Not found,https://www.mhvillage.com/parks/10986,33.9731768,-80.487165
B&D Mobile Home Park,"306 E 4th St,","Waterloo, IL",62298.0,Not found,https://www.mhvillage.com/parks/107152,38.3344782,-90.14645692
Greenbrier Mh Park,"506 W Mill St,","Waterloo, IL",62298.0,Not found,https://www.mhvillage.com/parks/57635,38.3354301,-90.1557889
Halfpap Mobile Home Park,"Saint Anthony Road,","Quincy, IL",62301.0,50,https://www.mhvillage.com/parks/10129,19.0555367,72.9007717
Palm Gardens Mobile Home Park,"2401 South 8th Street,","Quincy, IL",62301.0,90,https://www.mhvillage.com/parks/10137,39.902744,-91.403106
Worman Mobile Home Park,"1801 North 16th Street,","Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/11663,33.4678003,-112.0472644
North Park Place,"1510 Penthouse Drive,","Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/10135,39.9498946,-91.3762214
Quarantine Community,"4 Testing Parkway,","Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/125565,39.94228798,-91.39510563
Trailer Town Park,"1720 North 12th Street,","Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/10145,39.9525923,-91.3964136
Valley View Mobile Home Park,"1106-1218 Rim Road,","Quincy, IL",62305.0,54,https://www.mhvillage.com/parks/10146,39.917184,-91.30675854
Paradise Lane Mobile Home Park,"1514 Spring Lake Road,","Quincy, IL",62305.0,70,https://www.mhvillage.com/parks/29624,28.8755064,-81.9279321
Royal Oaks Mobile Home Park,"6800 Broadway Street,","Quincy, IL",62305.0,78,https://www.mhvillage.com/parks/10140,39.934693,-91.308138
Melrose Mobile Home Park,"57th And Melrose South,","Quincy, IL",62305.0,51,https://www.mhvillage.com/parks/10132,39.92371197,-91.31722125
Hultz's Expressway Mobile Home Park,"4501 Gardner Expressway,","Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/10131,39.9151817,-91.4116993
Mission Mobil Park,"1035 Rim Rd,","Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/57735,35.0618277,-79.0497368
Quincy View,"1220 Rim Road,","Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/128988,31.7784097,-106.4915256
Timber Ridge Mh Park,"7200 State St,","Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/57732,39.9257926,-91.3539535
Town and Country Rentals,"1526 Lori Dr,","Quincy, IL",62305.0,92,https://www.mhvillage.com/parks/10144,39.8646579,-91.3916547
Paradise Lane,"1522 Wilkes Avenue,","Quincy, IL",62305.0,103,https://www.mhvillage.com/parks/128980,41.5354969,-90.6037291
Rancho Vista Estates,"3737 North 24th Street,","Quincy, IL",62305.0,100,https://www.mhvillage.com/parks/10139,43.0855186,-87.9423818
Paradise Lane,",","1522 Wilkes Ave, IL",62305.0,Not found,https://www.mhvillage.com/parks/128978,39.9923959,-91.3895046
Town & Country Mobile Estates,"5530 Gardner Expwy,","Quincy, IL",62306.0,Not found,https://www.mhvillage.com/parks/95127,39.9151817,-91.4116993
Mc Coy Mh Park,"307 N Main St,","Camp Point, IL",62320.0,Not found,https://www.mhvillage.com/parks/58060,42.1682394,-71.0450377
Carthage Mobile Home Park,"215 Locust St,","Carthage, IL",62321.0,Not found,https://www.mhvillage.com/parks/10561,40.4098404,-91.1424634
Country Side Mobile Home Park,"6560 Us Highway 136,","Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/57986,40.2531985,-94.0460836
Eggers & Husband Mobile Home Park,"901 Macomb,","Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/36302,44.4585441,-75.6052151
Pine,"913 Macomb St,","Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/106846,40.429122,-90.782261
Hamilton Estates Mobile Home Park,"711 North 19th Street,","Hamilton, IL",62341.0,38,https://www.mhvillage.com/parks/10568,39.9678525,-75.1682389
Rivercross Manufactured Home Community,"2090 Keokuk Street,","Hamilton, IL",62341.0,83,https://www.mhvillage.com/parks/10566,38.5839387,-90.2236713
Leisureland Pleasure Park,"27 Leisureland,","Niota, IL",62358.0,Not found,https://www.mhvillage.com/parks/57781,-38.1740535,145.2094897
Parkview Court Mobile Home Park,"155 West Kellogg Street,","Pittsfield, IL",62363.0,Not found,https://www.mhvillage.com/parks/11169,39.616698,-90.8079991
Cooper Trailer Court,"220 Marion St,","Warsaw, IL",62379.0,Not found,https://www.mhvillage.com/parks/57637,49.8814388,-97.1182499
Lakewood Manor Mobile Home Park,"800 West Rickelman Avenue,","Effingham, IL",62401.0,262,https://www.mhvillage.com/parks/10498,39.149418,-88.553526
Easy Breeze Mobile Home Park,"S. Banker (S. Rt 45),","Effingham, IL",62401.0,90,https://www.mhvillage.com/parks/10494,39.10830066,-88.57975364
Four Seasons Mobile Home Park,"92 Four Seasons Est,","Effingham, IL",62401.0,150,https://www.mhvillage.com/parks/10495,39.09104843,-88.549876
Oak View Mobile Home Park,"Catherin,","Altamont, IL",62411.0,Not found,https://www.mhvillage.com/parks/10492,48.4837197,34.9285617
North Side Mobile Home Park,"504 N 8th St,","Altamont, IL",62411.0,15,https://www.mhvillage.com/parks/58122,39.0648692,-88.7544638
Iva Belle Mobile Home Park,"North Third Street,","Altamont, IL",62411.0,Not found,https://www.mhvillage.com/parks/106614,39.9733915,-82.9992786
Greenland Estates,"304 NE 15th St Casey Il 62420,","Casey, IL",62420.0,Not found,https://www.mhvillage.com/parks/107072,39.30759018,-87.97634781
Greenup Mobile Home Park,"East Cumberland,","Greenup, IL",62428.0,Not found,https://www.mhvillage.com/parks/107012,35.953805,-84.9748195
Midtown Trailer Court,"1400 Cedar Street,","Lawrenceville, IL",62439.0,Not found,https://www.mhvillage.com/parks/10834,38.720378,-87.686637
Pal & Sal Mobile Home Park,"1730 12th St,","Lawrenceville, IL",62439.0,Not found,https://www.mhvillage.com/parks/57845,38.7187306,-87.6843467
Lazy G Village,"15358 E Clarksville Rd,","Marshall, IL",62441.0,Not found,https://www.mhvillage.com/parks/57824,39.4136955,-87.7276877
Harlow Mobile Home Park,"Daralen Drive,","Marshall, IL",62441.0,75,https://www.mhvillage.com/parks/29205,39.37284832,-87.70326708
Prahls Mobile Home Park,"320 Clear Creek Drive,","Neoga, IL",62447.0,Not found,https://www.mhvillage.com/parks/22799,39.7571595,-86.545609
HTC MHP,"E 7th St,","Neoga, IL",62447.0,Not found,https://www.mhvillage.com/parks/107084,39.3189725,-88.4472303
J & L Estates,"1030 Us Route 45,","Neoga, IL",62447.0,110,https://www.mhvillage.com/parks/1541,39.2466299,-88.4864369
Newton Mobile Home Park,"Foster St,","Newton, IL",62448.0,Not found,https://www.mhvillage.com/parks/107008,51.7602994,0.155292
Fehrenbacher Mobile Home Park,"1401 South Whittle Avenue,","Olney, IL",62450.0,92,https://www.mhvillage.com/parks/11198,38.71734,-88.084998
Olney Mobile Home Park,"1116 South West Street,","Olney, IL",62450.0,48,https://www.mhvillage.com/parks/11199,38.726171,-88.0940998
B & East Mobile Home Court,"1039 W Main St,","Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/57771,38.7300656,-88.0985443
J & J Mobile Home Park,"900 South Camp Avenue,","Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/11201,38.721379,-88.087458
Kincade Acres,"4375 E Kincade Ln,","Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/106758,37.2172353,-87.2334997
Southwind Village Mobile Home Park,"800 East Southwind Boulevard,","Robinson, IL",62454.0,68,https://www.mhvillage.com/parks/10428,26.161053,-81.740836
Quiet Lane Mobile Home Park,"1209 West Cherry Street,","Robinson, IL",62454.0,30,https://www.mhvillage.com/parks/10427,39.0083641,-87.7569299
Bennett Mobile Home Park,"1406 S Cross Street,","Robinson, IL",62454.0,Not found,https://www.mhvillage.com/parks/57725,38.9943,-87.738763
Belden Enterprises Mobile Home Park,"Girard &Amp; Spring St,","Saint Elmo, IL",62458.0,Not found,https://www.mhvillage.com/parks/107274,39.02486254,-88.84526219
Cooper Mh Park,"500 E Madison St,","Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/57665,39.274987,-88.237472
Greeson's Prairie Village,"500 East Madison,","Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/106866,39.274987,-88.237472
Starwalt Enterprises MHP,"East Monroe,","Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/107108,39.3586748,-83.4988069
Beckman Mobile Home Court,"2205 W Fillmore St,","Vandalia, IL",62471.0,Not found,https://www.mhvillage.com/parks/57653,41.8679938,-87.6832787
Vandalia Mobile Home Park,"1410 West Saint Louis Avenue,","Vandalia, IL",62471.0,Not found,https://www.mhvillage.com/parks/10506,38.95628055,-89.1098586
Riva & Sons Mobile Home Park,"301 North Snell,","Blue Mound, IL",62513.0,Not found,https://www.mhvillage.com/parks/10875,33.7663228,-84.6686791
Buffalo Court,"100 S Main St,","Buffalo, IL",62515.0,23,https://www.mhvillage.com/parks/106886,39.85201606,-89.40530078
Hyde Park Manufactured Housing Community,"1210 Dowining Street,","Decatur, IL",62521.0,182,https://www.mhvillage.com/parks/10884,39.79602749,-88.97405877
Flower Farm Trailer Park,"1525 South Fairview Avenue,","Decatur, IL",62521.0,Not found,https://www.mhvillage.com/parks/10889,39.8307436,-88.9760871
Park City Mobile Home Park,"3200 North Delta Avenue,","Decatur, IL",62526.0,519,https://www.mhvillage.com/parks/10888,39.883582,-88.94616232
Wilder Haven East,"3925 Tiffany Terrace,","Decatur, IL",62526.0,494,https://www.mhvillage.com/parks/10892,39.8955633,-88.9137218
Woodland Estates,"2397 North Illinois Street,","Decatur, IL",62526.0,267,https://www.mhvillage.com/parks/10885,39.8002338,-86.1589364
Decatur Mobile Home park,"2397 North Illinois Street,","Decatur, IL",62526.0,268,https://www.mhvillage.com/parks/10879,39.8002338,-86.1589364
Harrison Mobile Home Park,"1045 West Harrison Avenue,","Decatur, IL",62526.0,Not found,https://www.mhvillage.com/parks/10883,42.997557,-87.9254939
Turk's Mobile Home Park,"1235 East Pershing Road,","Decatur, IL",62526.0,Not found,https://www.mhvillage.com/parks/10891,39.8772817,-88.9404301
Kemmerling,"Highway 104,","Kincaid, IL",62540.0,Not found,https://www.mhvillage.com/parks/107142,31.9246796,119.0898632
Telfords Arrowhead,"400 W Dunn St,","Macon, IL",62544.0,Not found,https://www.mhvillage.com/parks/57828,39.7104,-89.004505
Niantic Mobile Home Community,"100 S Main St,","Niantic, IL",62551.0,Not found,https://www.mhvillage.com/parks/106932,39.8522932,-89.168388
Richwood Manor,"200 North Pine Stret,","Pana, IL",62557.0,70,https://www.mhvillage.com/parks/10272,39.39176207,-89.06839178
Lake Pana MH Court,"Bayadier Dr,","Pana, IL",62557.0,Not found,https://www.mhvillage.com/parks/107240,39.3788894,-89.0348014
Park Manor,"1020 Birch Avenue,","Pana, IL",62557.0,Not found,https://www.mhvillage.com/parks/10271,39.3854685,-89.0668198
Pawnee Mobile Home Park,"Rte 104 E,","Pawnee, IL",62558.0,38,https://www.mhvillage.com/parks/11244,39.5922166,-89.5721981
Lucky Horseshoe,"1401 North 3rd Street,","Riverton, IL",62561.0,140,https://www.mhvillage.com/parks/11247,39.8594069,-89.5445369
Hilltop Mobile Home Park,"1000 East Kinzie Street,","Riverton, IL",62561.0,170,https://www.mhvillage.com/parks/11246,39.849549,-89.532923
Jess & Angel's Westview,"1900 West South 2nd St,","Shelbyville, IL",62565.0,Not found,https://www.mhvillage.com/parks/106774,39.4046145,-88.8143378
Sunnyside Mobile Estates,"1000 West South 10th Street,","Shelbyville, IL",62565.0,Not found,https://www.mhvillage.com/parks/11303,39.3991544,-88.8038283
Taylorville's Valley View Mobile Home Park,"913 North Taylorville Boulevard,","Taylorville, IL",62568.0,65,https://www.mhvillage.com/parks/10276,39.55907222,-89.31038226
Bailey Park,"120 North Cherokee Street,","Taylorville, IL",62568.0,41,https://www.mhvillage.com/parks/10279,39.5502584,-89.2902442
Fairview Mobile Home Park,"Fairview Trailer Court,","Taylorville, IL",62568.0,20,https://www.mhvillage.com/parks/10275,39.5519104,-89.3122622
Hillcrest Mobile Home Park,"1500 East Main Cross Street,","Taylorville, IL",62568.0,119,https://www.mhvillage.com/parks/10277,39.5504076,-89.2802463
Big Oak Mh Park,"1006 E Franklin St,","Taylorville, IL",62568.0,Not found,https://www.mhvillage.com/parks/57669,39.5473645,-89.2833635
Cherry Wood Trailer Park,"1219 N Cheney St,","Taylorville, IL",62568.0,Not found,https://www.mhvillage.com/parks/57668,39.5621283,-89.3070373
Mcclelland's Mobile Home Estates,"15625 Kennedy Road,","Auburn, IL",62615.0,16,https://www.mhvillage.com/parks/11705,39.5720845,-89.7446215
Sharp's Mobile Home Park,"900 Lincoln St,","Auburn, IL",62615.0,37,https://www.mhvillage.com/parks/11234,39.597435,-89.749859
Maple Trailer Court,"700 W 4th St,","Beardstown, IL",62618.0,Not found,https://www.mhvillage.com/parks/58091,40.013451,-90.439066
Westside Trailer Park,"612 W 9th St,","Beardstown, IL",62618.0,Not found,https://www.mhvillage.com/parks/107224,40.0101582,-90.4354041
Sumner Pointe,"510 Ross St,","Carlinville, IL",62626.0,38,https://www.mhvillage.com/parks/58039,39.2926002,-89.8773478
Chatham Villa Mobile Home Park,"503 South Main Street,","Chatham, IL",62629.0,49,https://www.mhvillage.com/parks/11237,39.6692084,-89.7045649
Chatham Southgate Mobile Home,"601 South Main Street,","Chatham, IL",62629.0,49,https://www.mhvillage.com/parks/36153,39.6673112,-89.704332
Blue Spruce Mobile Home Park,"414 E Locust St,","Chatham, IL",62629.0,Not found,https://www.mhvillage.com/parks/11238,39.6732715,-89.7001113
Mauks Mobile Home Court,"826 W Madison St,","Girard, IL",62640.0,Not found,https://www.mhvillage.com/parks/10910,39.4454668,-89.7881785
Timberli Lake Estates,"27668 Timberli Rd,","Girard, IL",62640.0,60,https://www.mhvillage.com/parks/11664,39.396002,-89.8782588
Girard Mobile Home Estates,"Zachary Court,","Girard, IL",62640.0,27,https://www.mhvillage.com/parks/10909,40.6255351,-74.1312153
Westview Courts,"710 W Adams St,","Greenview, IL",62642.0,Not found,https://www.mhvillage.com/parks/107118,40.0831512,-89.747743
Northwood,"1110 Sandusky Rd.,","Jacksonville, IL",62650.0,176,https://www.mhvillage.com/parks/11725,33.5500138,-86.9246597
Prairie Knolls,"Blacks Lane,","Jacksonville, IL",62650.0,163,https://www.mhvillage.com/parks/11112,53.182393,-1.3897299
Cedarbrook Estates,"544 Brooklyn Avenue,","Jacksonville, IL",62650.0,42,https://www.mhvillage.com/parks/11700,40.6612668,-73.9456626
Rolling Acres,"1042 East Morton Avenue,","Jacksonville, IL",62650.0,156,https://www.mhvillage.com/parks/11113,36.0727252,-118.9932514
Hillcrest Mobile Home Park,"841 West Morton Avenue,","Jacksonville, IL",62650.0,Not found,https://www.mhvillage.com/parks/11107,36.0733995,-119.0360913
Pleasant View Mobile Home Park,"1033 E Morton Ave,","Jacksonville, IL",62650.0,Not found,https://www.mhvillage.com/parks/57855,39.7231423,-90.2170507
Tremont Park,"1500 Tremont Street,","Lincoln, IL",62656.0,89,https://www.mhvillage.com/parks/10873,42.3320836,-71.0992967
Lincoln Terrace,"904 21st Street,","Lincoln, IL",62656.0,110,https://www.mhvillage.com/parks/10868,40.161432,-89.382571
Woodland Mobile Home Court,"707 Feldman Drive,","Lincoln, IL",62656.0,67,https://www.mhvillage.com/parks/10872,40.164849,-89.379269
JD Singleton Mobile Home Court,"113 Chestnut Street,","Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/10871,40.1535666,-89.3699342
Shady Grove Mobile Park,"1100 North Postville Drive,","Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/10867,40.1597318,-89.386457
Simonson Cove,"1230 21st St,","Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/107172,40.1614404,-89.3840517
Loami MHP,"723 North Main Street,","Loami, IL",62661.0,100,https://www.mhvillage.com/parks/11243,39.678853,-89.8467547
Whispering Pines MHC,"723 N Main St,","Loami, IL",62661.0,100,https://www.mhvillage.com/parks/106830,39.678853,-89.8467547
Three Acres Park,"303 E Little St,","Rushville, IL",62681.0,Not found,https://www.mhvillage.com/parks/106848,40.1263926,-90.5584554
Tomlinson Court,"319 E Adams St,","Rushville, IL",62681.0,Not found,https://www.mhvillage.com/parks/57715,40.1239249,-90.5573303
Tallula Trailer Court,"Chestnut &Amp; Yates,","Tallula, IL",62688.0,Not found,https://www.mhvillage.com/parks/107120,39.95664654,-89.87786863
Gas Lite Village,"1168 N Grove St,","Virden, IL",62690.0,Not found,https://www.mhvillage.com/parks/106770,39.5153903,-89.7703508
Virden Village Mobile Home Park,"South Emmett St,","Virden, IL",62690.0,Not found,https://www.mhvillage.com/parks/107112,34.2672184,-86.2105168
Velten Trailer Park,"252 S Cass St,","Virginia, IL",62691.0,Not found,https://www.mhvillage.com/parks/107334,39.9477365,-90.2099152
Velten Trailer Park,"252 S Cass St,","Virginia, IL",62691.0,Not found,https://www.mhvillage.com/parks/107336,34.9302899,-88.5185636
Maple Creek,"200 West Street,","Woodson, IL",62695.0,33,https://www.mhvillage.com/parks/111136,40.7147237,-74.0144315
Oakwood an FR Community,"3725 N. Peoria Road,","Springfield, IL",62702.0,210,https://www.mhvillage.com/parks/11292,39.8500453,-89.6258751
Ridge Village Mobile Home Park,"2800 Ridge Avenue,","Springfield, IL",62702.0,52,https://www.mhvillage.com/parks/11281,39.81689,-89.609657
Northbrook MHC,"3430 Peoria Road,","Springfield, IL",62702.0,180,https://www.mhvillage.com/parks/11266,36.2847427,-81.8984976
Prairie Grove,"3319 Ridgewood Avenue,","Springfield, IL",62702.0,78,https://www.mhvillage.com/parks/11689,39.3372235,-76.675688
Fremont Park,"3501 Ridgely Ave,","Springfield, IL",62702.0,94,https://www.mhvillage.com/parks/11704,33.510916,-101.9696665
